,Date,Price,Change,Score,Square
0,2018-06-15,135.94000244140625,-0.720001220703125,-17.0,289.0
1,2018-06-18,135.63999938964844,0.529998779296875,3.0,9.0
2,2018-06-19,133.25999450683594,-0.8800048828125,-282.0,79524.0
3,2018-06-20,133.07000732421875,-0.7299957275390625,-44.0,1936.0
4,2018-06-21,131.6699981689453,-1.1500091552734375,-57.0,3249.0
5,2018-06-22,133.36000061035156,0.839996337890625,-40.0,1600.0
6,2018-06-25,131.27999877929688,-1.529998779296875,6.0,36.0
7,2018-06-26,131.89999389648438,0.269989013671875,4.0,16.0
8,2018-06-27,131.2100067138672,-1.0099945068359375,-84.0,7056.0
9,2018-06-28,131.10000610351562,0.3100128173828125,-50.0,2500.0
10,2018-06-29,131.55999755859375,0.029998779296875,-38.0,1444.0
11,2018-07-02,131.02000427246094,0.350006103515625,-6.0,36.0
12,2018-07-03,130.82000732421875,-1.1599884033203125,1.0,1.0
13,2018-07-05,132.05999755859375,0.459991455078125,-3.0,9.0
14,2018-07-06,132.69000244140625,0.82000732421875,-40.0,1600.0
15,2018-07-09,134.0500030517578,0.760009765625,-15.0,225.0
16,2018-07-10,134.97000122070312,0.790008544921875,30.0,900.0
17,2018-07-11,132.91000366210938,-0.8300018310546875,-69.0,4761.0
18,2018-07-12,133.05999755859375,-0.6300048828125,-85.0,7225.0
19,2018-07-13,133.02999877929688,0.1199951171875,-41.0,1681.0
20,2018-07-16,131.8699951171875,-1.220001220703125,14.0,196.0
21,2018-07-17,133.6699981689453,1.899993896484375,-14.0,196.0
22,2018-07-18,133.94000244140625,0.3300018310546875,3.0,9.0
23,2018-07-19,133.2100067138672,0.0800018310546875,20.0,400.0
24,2018-07-20,132.66000366210938,-0.1299896240234375,-23.0,529.0
25,2018-07-23,132.1199951171875,-0.529998779296875,5.0,25.0
26,2018-07-24,133.50999450683594,0.5399932861328125,24.0,576.0
27,2018-07-25,134.35000610351562,0.7700042724609375,25.0,625.0
28,2018-07-26,135.22999572753906,0.8199920654296875,-15.0,225.0
29,2018-07-27,134.72999572753906,-0.8700103759765625,15.0,225.0
30,2018-07-30,134.35000610351562,-0.4799957275390625,9.0,81.0
31,2018-07-31,135.47999572753906,0.80999755859375,23.0,529.0
32,2018-08-01,134.16000366210938,-1.30999755859375,18.0,324.0
33,2018-08-02,133.13999938964844,0.0,-29.0,841.0
34,2018-08-03,134.27000427246094,0.790008544921875,-4.0,16.0
35,2018-08-06,134.4499969482422,0.839996337890625,62.0,3844.0
36,2018-08-07,134.64999389648438,-0.20001220703125,-12.0,144.0
37,2018-08-08,134.30999755859375,-0.4900054931640625,-41.0,1681.0
38,2018-08-09,134.69000244140625,-0.1100006103515625,19.0,361.0
39,2018-08-10,132.89999389648438,-1.160003662109375,5.0,25.0
40,2018-08-13,131.47000122070312,-1.589996337890625,-12.0,144.0
41,2018-08-14,132.41000366210938,0.480010986328125,-21.0,441.0
42,2018-08-15,130.27000427246094,-1.279998779296875,8.0,64.0
43,2018-08-16,131.19000244140625,0.1999969482421875,-12.0,144.0
44,2018-08-17,132.1300048828125,1.05999755859375,1.0,1.0
45,2018-08-20,132.9199981689453,0.7400054931640625,70.0,4900.0
46,2018-08-21,133.72999572753906,0.529998779296875,21.0,441.0
47,2018-08-22,133.3000030517578,-0.7299957275390625,-24.0,576.0
48,2018-08-23,132.1699981689453,-0.839996337890625,-20.0,400.0
49,2018-08-24,133.8300018310547,0.8899993896484375,4.0,16.0
50,2018-08-27,135.63999938964844,1.3800048828125,-4.0,16.0
51,2018-08-28,135.19000244140625,-0.7899932861328125,13.0,169.0
52,2018-08-29,136.0500030517578,0.9499969482421875,8.0,64.0
53,2018-08-30,134.55999755859375,-1.1699981689453125,8.0,64.0
54,2018-08-31,134.24000549316406,-0.149993896484375,-2.0,4.0
55,2018-09-04,133.24000549316406,-0.6899871826171875,11.0,121.0
56,2018-09-05,134.08999633789062,0.970001220703125,5.0,25.0
57,2018-09-06,134.19000244140625,-0.160003662109375,7.0,49.0
58,2018-09-07,133.3699951171875,-0.2400054931640625,-4.0,16.0
59,2018-09-10,133.47000122070312,-0.2400054931640625,10.0,100.0
60,2018-09-11,133.4600067138672,0.730010986328125,-11.0,121.0
61,2018-09-12,133.6300048828125,0.3600006103515625,-67.0,4489.0
62,2018-09-13,134.1199951171875,-0.2100067138671875,-34.0,1156.0
63,2018-09-14,134.25999450683594,-0.260009765625,25.0,625.0
64,2018-09-17,134.67999267578125,0.1599884033203125,-39.0,1521.0
65,2018-09-18,134.89999389648438,-0.230010986328125,12.0,144.0
66,2018-09-19,136.07000732421875,0.9300079345703125,-2.0,4.0
67,2018-09-20,137.44000244140625,0.529998779296875,-30.0,900.0
68,2018-09-21,136.91000366210938,-1.0099945068359375,-11.0,121.0
69,2018-09-24,134.74000549316406,-1.3699951171875,3.0,9.0
70,2018-09-25,134.13999938964844,-0.910003662109375,-1.0,1.0
71,2018-09-26,132.8800048828125,-0.8499908447265625,5.0,25.0
72,2018-09-27,131.74000549316406,-0.959991455078125,21.0,441.0
73,2018-09-28,131.11000061035156,-0.399993896484375,4.0,16.0
74,2018-10-01,132.11000061035156,0.3300018310546875,8.0,64.0
75,2018-10-02,132.38999938964844,0.350006103515625,21.0,441.0
76,2018-10-03,131.74000549316406,-1.3300018310546875,-1.0,1.0
77,2018-10-04,130.92999267578125,-0.69000244140625,-6.0,36.0
78,2018-10-05,129.80999755859375,-0.760009765625,6.0,36.0
79,2018-10-08,129.82000732421875,0.350006103515625,31.0,961.0
80,2018-10-09,125.58000183105469,-3.029998779296875,35.0,1225.0
81,2018-10-10,122.29000091552734,-3.279998779296875,0.0,0.0
82,2018-10-11,120.6500015258789,-1.3499984741210938,26.0,676.0
