,Date,Price,Change,Score,Square
0,2018-06-15,102.58000183105469,-1.839996337890625,-17.0,289.0
1,2018-06-18,103.79000091552734,1.410003662109375,3.0,9.0
2,2018-06-19,103.62000274658203,1.0800018310546875,-282.0,79524.0
3,2018-06-20,104.2699966430664,0.0399932861328125,-44.0,1936.0
4,2018-06-21,102.12999725341797,-1.4900054931640625,-57.0,3249.0
5,2018-06-22,104.54000091552734,-0.12000274658203125,-40.0,1600.0
6,2018-06-25,102.19999694824219,-2.0500030517578125,6.0,36.0
7,2018-06-26,103.76000213623047,1.2400054931640625,4.0,16.0
8,2018-06-27,105.26000213623047,0.6100006103515625,-84.0,7056.0
9,2018-06-28,104.37999725341797,-0.37000274658203125,-50.0,2500.0
10,2018-06-29,105.08000183105469,0.37000274658203125,-38.0,1444.0
11,2018-07-02,103.30999755859375,-0.8800048828125,-6.0,36.0
12,2018-07-03,104.16000366210938,-0.2899932861328125,1.0,1.0
13,2018-07-05,103.9800033569336,-0.8499984741210938,-3.0,9.0
14,2018-07-06,104.75,1.25,-40.0,1600.0
15,2018-07-09,106.43000030517578,1.0100021362304688,-15.0,225.0
16,2018-07-10,107.0999984741211,0.04000091552734375,30.0,900.0
17,2018-07-11,104.76000213623047,-1.4899978637695312,-69.0,4761.0
18,2018-07-12,104.8499984741211,-0.4199981689453125,-85.0,7225.0
19,2018-07-13,105.37999725341797,0.43999481201171875,-41.0,1681.0
20,2018-07-16,104.11000061035156,-0.3600006103515625,14.0,196.0
21,2018-07-17,103.7300033569336,0.0200042724609375,-14.0,196.0
22,2018-07-18,103.87999725341797,0.6399993896484375,3.0,9.0
23,2018-07-19,103.93000030517578,0.31999969482421875,20.0,400.0
24,2018-07-20,103.44999694824219,-0.45000457763671875,-23.0,529.0
25,2018-07-23,103.08000183105469,-0.6800003051757812,5.0,25.0
26,2018-07-24,104.2300033569336,0.720001220703125,24.0,576.0
27,2018-07-25,105.2300033569336,0.8900070190429688,25.0,625.0
28,2018-07-26,106.16000366210938,0.8000030517578125,-15.0,225.0
29,2018-07-27,105.47000122070312,0.3800048828125,15.0,225.0
30,2018-07-30,106.5199966430664,0.20999908447265625,9.0,81.0
31,2018-07-31,106.22000122070312,-0.44000244140625,23.0,529.0
32,2018-08-01,104.94999694824219,-0.3899993896484375,18.0,324.0
33,2018-08-02,104.5199966430664,0.3699951171875,-29.0,841.0
34,2018-08-03,104.04000091552734,-0.3300018310546875,-4.0,16.0
35,2018-08-06,104.48999786376953,0.220001220703125,62.0,3844.0
36,2018-08-07,105.12000274658203,-0.15999603271484375,-12.0,144.0
37,2018-08-08,104.30999755859375,-0.17000579833984375,-41.0,1681.0
38,2018-08-09,103.43000030517578,-0.8799972534179688,19.0,361.0
39,2018-08-10,104.01000213623047,0.8199996948242188,5.0,25.0
40,2018-08-13,102.55000305175781,-1.2199935913085938,-12.0,144.0
41,2018-08-14,102.87999725341797,-0.31000518798828125,-21.0,441.0
42,2018-08-15,99.13999938964844,-2.9599990844726562,8.0,64.0
43,2018-08-16,99.91000366210938,0.2700042724609375,-12.0,144.0
44,2018-08-17,100.2300033569336,-0.0099945068359375,1.0,1.0
45,2018-08-20,101.0199966430664,0.8699951171875,70.0,4900.0
46,2018-08-21,101.66000366210938,-0.06999969482421875,21.0,441.0
47,2018-08-22,102.98999786376953,0.720001220703125,-24.0,576.0
48,2018-08-23,102.52999877929688,-0.160003662109375,-20.0,400.0
49,2018-08-24,103.27999877929688,0.15999603271484375,4.0,16.0
50,2018-08-27,103.9800033569336,0.3800048828125,-4.0,16.0
51,2018-08-28,103.45999908447266,-0.55999755859375,13.0,169.0
52,2018-08-29,104.19999694824219,0.5199966430664062,8.0,64.0
53,2018-08-30,103.86000061035156,-0.26000213623046875,8.0,64.0
54,2018-08-31,103.08000183105469,-0.43000030517578125,-2.0,4.0
55,2018-09-04,102.72000122070312,-0.6999969482421875,11.0,121.0
56,2018-09-05,102.4800033569336,0.29000091552734375,5.0,25.0
57,2018-09-06,100.4000015258789,-1.80999755859375,7.0,49.0
58,2018-09-07,100.41999816894531,0.5199966430664062,-4.0,16.0
59,2018-09-10,100.37999725341797,-0.410003662109375,10.0,100.0
60,2018-09-11,101.58000183105469,1.3499984741210938,-11.0,121.0
61,2018-09-12,102.16999816894531,-0.0800018310546875,-67.0,4489.0
62,2018-09-13,102.06999969482422,0.029998779296875,-34.0,1156.0
