,Date,Price,Change,Score,Square
0,2018-06-15,121.33999633789062,-0.8400039672851562,-17.0,289.0
1,2018-06-18,121.11000061035156,-0.23999786376953125,3.0,9.0
2,2018-06-19,120.80000305175781,-0.0099945068359375,-282.0,79524.0
3,2018-06-20,120.26000213623047,-0.529998779296875,-44.0,1936.0
4,2018-06-21,120.05000305175781,0.1300048828125,-57.0,3249.0
5,2018-06-22,120.33999633789062,0.12999725341796875,-40.0,1600.0
6,2018-06-25,119.88999938964844,-0.1100006103515625,6.0,36.0
7,2018-06-26,119.26000213623047,-0.01999664306640625,4.0,16.0
8,2018-06-27,118.58000183105469,-0.37999725341796875,-84.0,7056.0
9,2018-06-28,118.22000122070312,-0.3699951171875,-50.0,2500.0
10,2018-06-29,118.6500015258789,0.220001220703125,-38.0,1444.0
11,2018-07-02,117.45999908447266,-0.720001220703125,-6.0,36.0
12,2018-07-03,118.6500015258789,0.23999786376953125,1.0,1.0
13,2018-07-05,119.05000305175781,0.1300048828125,-3.0,9.0
14,2018-07-06,118.86000061035156,-0.1100006103515625,-40.0,1600.0
15,2018-07-09,119.1500015258789,-0.5,-15.0,225.0
16,2018-07-10,118.93000030517578,0.04000091552734375,30.0,900.0
17,2018-07-11,117.63999938964844,-0.80999755859375,-69.0,4761.0
18,2018-07-12,118.12999725341797,0.12999725341796875,-85.0,7225.0
19,2018-07-13,117.61000061035156,-0.01000213623046875,-41.0,1681.0
20,2018-07-16,117.55000305175781,0.04000091552734375,14.0,196.0
21,2018-07-17,116.27999877929688,-0.44000244140625,-14.0,196.0
22,2018-07-18,116.30999755859375,0.279998779296875,3.0,9.0
23,2018-07-19,115.80999755859375,0.6800003051757812,20.0,400.0
24,2018-07-20,116.55999755859375,0.15999603271484375,-23.0,529.0
25,2018-07-23,116.0,-0.25,5.0,25.0
26,2018-07-24,116.04000091552734,-0.18000030517578125,24.0,576.0
27,2018-07-25,116.68000030517578,-0.1100006103515625,25.0,625.0
28,2018-07-26,115.7699966430664,-0.470001220703125,-15.0,225.0
29,2018-07-27,115.83000183105469,-0.089996337890625,15.0,225.0
30,2018-07-30,115.6500015258789,-0.15000152587890625,9.0,81.0
31,2018-07-31,115.98999786376953,0.5199966430664062,23.0,529.0
32,2018-08-01,115.13999938964844,-0.48999786376953125,18.0,324.0
33,2018-08-02,114.5199966430664,-0.6500015258789062,-29.0,841.0
34,2018-08-03,114.91999816894531,-0.1699981689453125,-4.0,16.0
35,2018-08-06,114.33000183105469,-0.2299957275390625,62.0,3844.0
36,2018-08-07,114.58999633789062,-0.26000213623046875,-12.0,144.0
37,2018-08-08,114.91000366210938,0.160003662109375,-41.0,1681.0
38,2018-08-09,114.73999786376953,-0.279998779296875,19.0,361.0
39,2018-08-10,114.69000244140625,-0.1199951171875,5.0,25.0
40,2018-08-13,112.95999908447266,-0.8499984741210938,-12.0,144.0
41,2018-08-14,113.06999969482422,-0.18000030517578125,-21.0,441.0
42,2018-08-15,111.19000244140625,-0.9799957275390625,8.0,64.0
43,2018-08-16,111.0999984741211,-0.3600006103515625,-12.0,144.0
44,2018-08-17,112.12999725341797,0.43999481201171875,1.0,1.0
45,2018-08-20,112.69000244140625,0.31000518798828125,70.0,4900.0
46,2018-08-21,113.0199966430664,0.25,21.0,441.0
47,2018-08-22,113.2699966430664,-0.12000274658203125,-24.0,576.0
48,2018-08-23,112.19999694824219,-0.48000335693359375,-20.0,400.0
49,2018-08-24,114.16000366210938,0.910003662109375,4.0,16.0
50,2018-08-27,114.58999633789062,0.46999359130859375,-4.0,16.0
51,2018-08-28,113.68000030517578,-1.0800018310546875,13.0,169.0
52,2018-08-29,114.19999694824219,0.0399932861328125,8.0,64.0
53,2018-08-30,113.63999938964844,-0.279998779296875,8.0,64.0
54,2018-08-31,113.51000213623047,-0.20999908447265625,-2.0,4.0
55,2018-09-04,112.93000030517578,0.18000030517578125,11.0,121.0
56,2018-09-05,113.31999969482422,-0.04000091552734375,5.0,25.0
57,2018-09-06,113.54000091552734,-0.34999847412109375,7.0,49.0
58,2018-09-07,113.2300033569336,-0.029998779296875,-4.0,16.0
59,2018-09-10,113.1500015258789,-0.1100006103515625,10.0,100.0
60,2018-09-11,113.22000122070312,0.5699996948242188,-11.0,121.0
61,2018-09-12,114.16999816894531,1.0499954223632812,-67.0,4489.0
